energy_efficiency,co2_emissions,electric_vehicle_penetration,cost_efficiency,public_transport_usage
17.49080237694725,106.04612277000477,46.49991554949852,2.095361420930435,27.93472247226499
29.01428612819832,99.9368144347105,19.22559977993558,1.6482311338354827,15.689066509723482
24.6398788362281,76.42308687542901,27.331984718494308,2.911246312159852,17.58155349833296
21.973169683940732,141.0900005152232,43.164031842890914,1.0474461274605955,20.840267690855306
13.12037280884873,121.49362407629434,34.104467226223996,1.9696410399973516,22.219200061896903
13.119890406724053,179.85514884860055,46.92855193174469,2.2505250374755565,24.535708552632645
11.16167224336399,54.81643707230874,58.060395061142984,2.563911223363454,25.327601737809665
27.323522915498703,146.58018913326896,15.827334385759874,1.5174275760700178,37.342980729252155
22.022300234864176,164.44233177673416,45.478385819903046,2.217304769143704,40.57439144956248
24.16145155592091,163.92298537824604,21.517207781605727,1.258003678460707,28.532752487581355
10.411689885916049,182.91109506432878,30.72383637037846,1.5886902309045507,64.43778519524369
29.398197043239886,159.3550614244241,11.643136289756992,2.739067828008498,43.18838340033727
26.648852816008436,189.17150924715443,16.795369114634948,2.874769023327386,57.248615682004406
14.246782213565524,99.89848997313372,25.988864452444986,2.297043367318162,65.4542699452506
13.636499344142013,125.48141251273147,27.099290264399247,1.4358797269404626,19.788106874548312
13.668090197068675,52.1119494924336,54.97926082310479,2.55014447493666,35.672469022938074
16.084844859190753,51.043638095493684,47.09064546332576,0.5646677043135504,35.992624102876526
20.495128632644757,86.01899306772799,58.60914840935205,0.7568647763485526,31.26833502630125
18.638900372842315,65.12107957086279,39.95357551676203,2.1534343409384027,10.534351993098397
15.824582803960839,89.03170519036304,22.0856866045659,1.2281214381751435,58.958326466685705
22.237057894447588,76.5564941792596,26.382751496082143,2.8784655460011943,16.693559293234166
12.789877213040837,54.278003725797234,25.991796164598355,1.5901515302307618,69.72883587530553
15.842892970704362,186.39562196090742,26.32471638316258,1.5734120509729426,56.3775095146709
17.327236865873836,51.23346970833373,43.648208655590786,2.195198775477328,44.80060105639087
19.12139968434072,160.41232165056283,36.540396404520806,2.418921405765474,19.276385064495848
25.703519227860273,72.82218303792749,29.271208904332216,1.6888968453128412,40.92357828359482
13.993475643167194,186.83444329994,17.45448843643583,1.0350022542793105,25.666524451468533
20.284688768272233,183.91939093848288,11.106958147107296,2.433271606814054,25.139351472584167
21.848291377240848,148.0851719553886,20.94173387938463,1.300878187184069,59.771754962949124
10.929008254399955,150.83512247009077,15.373570198434063,0.937776923234644,32.83866543756608
22.150897038028766,50.800871295453284,49.27225154261197,2.0791004748125332,37.043428203448244
13.41048247374583,197.7307349170403,15.62489789069427,0.726134167475876,60.5778842668071
11.30103185970559,181.67489053637215,46.21141186534181,2.928381687715137,15.267437543130553
28.977710745066666,184.2659338595138,29.28293448880413,2.0809931610303423,45.67707118546297
29.312640661491187,148.8866805576308,13.668919487188798,2.9647388023043897,44.69294088238227
26.16794696232922,101.71803929818049,50.63650247157929,1.34723355869659,35.512874156000514
16.092275383467413,184.0472973635721,38.98152851183067,2.9280129029759947,59.78647848544558
11.953442280127678,93.72753922267884,21.78807564317865,0.863905619321559,66.57340368014155
23.684660530243136,134.40673150133043,54.7340587166334,0.6017369308675711,37.92015171481665
18.803049874792027,64.95964585158237,12.262915693527573,0.5824601511365064,37.36882305990398
12.440764696895577,188.29334451991252,20.090980409888147,1.6621759264980678,40.123823780244685
19.903538202225405,71.11556866568199,47.60234639029305,0.7075104936964869,53.387441849983695
10.687770422304368,83.73452085956109,45.46889651549446,1.7804197104190043,50.08361744193774
28.186408041575643,133.72012371923225,24.463584686223903,1.3187512587722512,23.370096952413224
15.175599632000338,164.61395003194724,13.101243767639156,1.339072481185289,13.8337209159606
23.25044568707964,142.90269589044485,52.90390361124719,2.0890224913629245,66.95524778900736
16.23422152178822,84.82008692002341,25.68488190349513,0.9077450153790505,25.664185584022256
20.401360423556216,50.141456379123554,19.78567074641326,2.4163834258493275,48.3158010814355
20.934205586865595,163.57258704611587,35.803091118048854,1.9550772994465868,59.706280164623344
13.697089110510541,197.78109888666407,55.51135996412236,2.7873615721187774,28.016605032831176
29.391692555291172,171.48696804591356,12.177328892168767,1.4121016344188084,48.126004819415726
25.50265646722229,119.0309927234923,48.290204401544386,2.956787480167814,16.474014468953495
28.789978831283783,185.565089209866,38.62366139693545,1.939569116785058,68.19588666253964
27.896547008552975,111.4771509677525,31.272455827590846,2.9335048904688343,13.489496503037552
21.957999576221702,128.74011263652014,47.204022205253004,0.5676516351177883,36.29048043045858
28.437484700462335,121.56946510935249,58.29122122208162,2.31994080603097,42.2091545236014
11.76985004103839,117.14358089982875,21.46031055813455,2.5415538107318407,57.42890671980184
13.919657248382904,166.27861539408588,17.18236825360598,0.6329332166912189,17.267711024345274
10.90454577821076,129.0153360904238,55.64408726113485,1.9474241600406144,36.44847843131059
16.506606615265287,97.50756830378242,43.44765387286518,2.504855733973621,27.98269417260714
17.77354579378964,88.72372514877175,31.899301078098297,1.9025968130576818,28.720642941600403
15.426980635477918,55.66209754511501,38.662978513214156,0.6595339760136666,56.72727496391505
26.57475018303859,137.4792742824569,47.2806952588122,2.233618102245779,10.327656701909989
17.135066533871786,84.49421231015513,48.65159493528586,0.6514922866832715,54.94501848015798
15.618690193747614,72.22008830245747,55.99470904094823,2.543672237541096,58.62390580738637
20.853921663164968,148.07449457415163,31.342139444781132,0.6075854582667359,64.08173463052414
12.818484499495252,152.18138867323233,24.67054550096975,0.843493452525927,47.61290819382901
26.043939615080795,162.8232338386499,41.983213339492096,1.1877689763081714,30.007319696334473
11.491012873595416,125.53653445078872,30.78639496397652,2.083411980652,35.634083952932244
29.737738732010346,184.108190780583,39.7299226974489,2.940897749078265,68.18416493724575
25.444895385933147,190.45141300973418,30.99928992279751,0.7945571315498361,62.87120958615113
13.974313630683447,171.10564096887342,17.649789333908725,0.856769173034796,37.81155454596652
10.110442342472048,145.33902230122808,33.471337582947925,1.4221759917524508,66.58378042665535
26.309228569096682,95.55814303867831,44.54589109705164,2.5905478443883005,59.377292524387535
24.137146876952343,197.44173824303317,49.964190383382494,1.6680773818770354,64.06539169958768
24.580143360819747,91.12042507879076,34.66631383982734,1.3040265006395542,50.97863407455526
25.425406933718914,80.39853829856466,18.261894510520044,1.9030095805221532,61.4592426077197
11.480893034681808,116.32311706798741,30.73438548247158,1.151307993614375,63.50596848005954
17.169314570885454,58.52608560685827,49.31469644208491,1.5028997681188023,15.520995072440284
12.317381190502594,196.77416970076862,30.642963530853642,1.3315128730801047,67.91301859963951
27.26206851751187,138.26503346246372,44.82653968021111,2.5103525560366147,30.0167859258438
22.46596253655116,133.5428137496263,35.36068408390449,2.810639316095002,36.393970575001326
16.617960497052984,148.36944198495797,22.061156255469832,2.3989304803922797,57.51422555156892
11.271167005720473,124.553547166581,49.80752540115372,1.5977089400749587,49.89377833434986
16.219646434313244,54.80952756418124,14.210672703534351,1.7608374437416594,63.58359474616344
16.503666440534943,141.8466933260595,36.244514137757534,0.8126842348235892,34.03442504660633
24.59212356676128,157.4260815434646,20.444551712170245,2.3671617778363445,32.39728982056951
22.751149427104263,112.51235909360797,13.353281427068783,1.9911891984876102,11.90133097247918
27.74425485152653,163.59433581067896,35.14669685416244,2.756099990343591,37.763522600179485
19.444298503238986,84.0501949007631,34.97810779674618,1.0015278589378829,53.444246219746525
12.391884918766035,83.1914886599276,45.34504508378604,2.3993153048315303,28.070723057572962
24.2648957444599,74.2125481531361,47.237534652595244,2.211679154297974,37.76359082043049
25.21570097233795,105.79921396837427,46.38957443464484,1.1646138345243804,23.163866109116682
21.225543951389923,177.05180530836253,30.47793664583775,2.1684465988520625,56.36726835228764
25.41934359909122,174.18680932235964,41.584489361328124,2.810933451441624,13.630693680468827
19.875911927287817,107.42363119452557,38.84726213219801,2.796089969167797,52.3229833000299
20.45465658763988,138.3678103970355,31.07808780584598,2.299066436290353,32.73640070469901
18.550820367170992,158.12244747123734,39.86063470929966,0.6201827813351503,12.495764163227248
10.508382534881903,86.18101619420344,57.36239383531313,2.6806608433004038,61.20817523750715
12.157828539866088,75.22116288421206,19.644687184068868,2.1444465175113496,39.263311790869906
10.628583713734685,195.81439898184664,55.28860478927631,1.276085632956836,45.95913817696774
22.72820822527561,142.6335969814428,12.672775699159917,0.9681259042642483,53.92184149146741
16.287119621526536,197.21235827504958,25.419460645083035,0.7905096574932928,49.30446598007132
20.171413823294056,100.66339806983436,24.40726243057641,0.6255922481444025,53.8514122488767
28.15132947852186,155.45475499611973,41.31825539404528,2.385258119876891,55.736901074671465
14.9858445829775,83.39054548118565,16.561247588864518,1.0896074973581884,45.349091833876656
18.207658460712594,89.18002569108694,54.11738059198769,0.5606323401081377,31.938269854465403
25.111022770860973,126.78531819044359,51.427570423252064,1.493176629604973,24.588528982980556
14.57596330983245,97.9427188262107,42.603290984263886,1.7065177014808472,64.17419419916723
11.53959819657586,75.14323457608768,32.92069158960989,0.9230755772503172,68.19549067829323
15.795029058275361,89.43210529839891,56.64780210710392,0.6101208404063745,31.45976530589253
13.224425745080088,55.36225916987969,51.5373277360278,0.9728137077451722,16.738643744338013
28.59395304685146,155.663543221623,34.965757404062245,2.197756904591436,23.352239626985877
26.16240759128834,123.81749856287924,45.09366772271556,0.705609193128016,50.24004075923138
22.66807513020847,64.13645996067885,38.34649760898423,1.8875925763924846,20.376002197499844
27.429211803754356,75.75409896927368,39.39711191941323,0.8660299697704167,56.80733638365929
26.07344153798229,65.3801807168966,26.548803471873562,0.9892229339510484,65.38181439248282
13.731401177720716,141.88892124138147,33.10423023124484,1.4826947081667468,67.81909090473083
27.851179969799556,64.13155454187407,13.906071539487211,0.7520633401343284,10.55953035849344
20.786844838313016,163.1423499552824,27.867434583229624,0.9330087569555321,67.489249897265
26.14880310328125,53.07663789805868,44.7914257681076,1.3723810286283853,54.411665147777065
27.921825998469863,87.40636819938382,57.66080152530932,1.3241725137459173,15.043013935828135
16.360069499437277,183.60000138378606,58.153205638151015,2.3731787141893297,34.914428126723585
12.201038490553536,157.7796977183369,37.78614345624459,0.686955762816061,52.00272847477054
14.558703250838834,60.94524993885316,40.33111259047911,2.6511268391658587,67.40112955966296
18.542155772525128,173.16891567277696,19.286059275048373,2.540580426848637,19.848483616683552
26.36029531844986,123.95526823103071,44.765405404676535,2.414979099229846,17.66399691561724
27.214611665126867,177.0174540753244,13.532939633719312,1.2734309061578313,38.340823195712716
10.139042610623815,140.110966167559,24.234284289972226,2.557204463851969,68.08593362430935
20.214946051551316,152.27495480492883,43.41816736427211,0.9570052007232019,68.28275291548063
18.348220062975578,199.02523405935622,25.515506577174463,0.8110230146375705,23.674884463174557
14.442156209414605,84.85033188860272,12.492343705722716,0.6123908337237184,29.16082887828744
12.397307346673657,143.59183621420826,51.59352046754819,2.8482759075139397,64.48191913867927
16.75230342807256,119.04820850860975,25.51650035672815,1.2700272442631841,54.09048945112385
28.858194078250385,55.917792938403714,13.155261242933921,2.794044700444765,68.3389857194571
16.464058640415104,52.170596225429755,13.73940822514326,1.1815339037983241,63.58890178093326
20.37581243486732,67.8842866726788,22.587939939437682,2.768914898340874,22.9057630188246
24.060379177903556,147.3637610807822,18.900797361076314,2.759822632115221,55.583611564761
17.27259204758588,135.07446318700883,48.71500588900754,2.809190112526782,12.913913893606995
29.435641654419214,133.0144341745591,26.084202333351723,1.7403835982104843,59.06996672448844
29.248945898842223,54.77851437923901,50.23478925199163,2.66486571699723,46.09340574667649
15.035645916507283,120.39544945400105,18.69229989115764,2.8769147404183006,67.36605775818771
19.94497011784771,188.69342267637927,34.64395897720419,1.3115423547429488,67.6019473281447
16.017566196335395,109.63878039659699,44.40185667765644,1.5471860142063876,13.048906541461315
15.696809887549353,143.73837046826844,42.59954269329274,2.29810046833936,19.631289133346073
10.737738947090655,166.97280134347153,40.05647049651344,1.2508995543082522,39.05242283912149
22.191286679597937,167.58879187128315,56.24108009655849,2.3845232722816476,62.76961149676895
20.05358046457723,127.8920123592907,21.426257385337216,0.6847303630338348,58.86670853776338
11.029575024999787,178.69279181035046,34.68596022310527,1.8087459607213556,67.86220158110672
15.57292928473223,108.70671400456204,54.199627503620434,0.805783710209363,47.08504702668045
28.165317719333075,183.30398221771975,13.894688279757851,1.233308691091691,25.393811173697237
14.791237813339448,86.0340749593318,12.794413412653762,1.14656348121618,11.50639837031064
12.897897441824462,92.03246104858566,21.66511437791457,2.5973301839066654,23.375589443232936
19.78905520555126,57.968093629850166,41.65106097690092,0.9837931385154937,50.51639187721748
29.713009082212015,169.33727548134243,22.993981322490345,2.5211198003977975,65.57648940058078
14.841105430230009,112.55828543490583,19.51199419043995,2.4849008647698048,29.254220038495887
23.442710948117572,84.36749208670986,32.940115767914605,1.7472076388930748,62.542259817357724
25.23239230657435,84.76854164248695,40.679903438470575,1.084608138990324,33.69389490046939
14.752750879847994,185.209991184385,22.42788535083702,1.0672408498905568,28.49627496211302
24.56432697223719,175.08749006915554,25.0345593361871,1.6623116177896196,40.530654568349085
17.355662654385064,133.0296328035775,40.677965240575695,0.5220225184837908,36.53640954457691
22.64611661187159,142.41662006235816,57.286921099472636,1.8283768865284153,64.82799211102109
